tipo,algoritmo,N,NP,H,workers,tiempo_us
ProcesosMaster,clasica,800,2,1,1,1792668
ProcesosMaster,clasica,800,2,1,1,1758120
ProcesosMaster,clasica,800,2,1,1,1722362
ProcesosMaster,clasica,800,2,1,1,1772436
ProcesosMaster,clasica,800,2,1,1,1702714
ProcesosMaster,clasica,800,2,1,1,1729439
ProcesosMaster,clasica,800,2,1,1,1736810
ProcesosMaster,clasica,800,2,1,1,1690606
ProcesosMaster,clasica,800,2,1,1,1688490
ProcesosMaster,clasica,800,2,1,1,1698301
ProcesosMaster,clasica,800,2,1,1,1685175
ProcesosMaster,clasica,800,2,1,1,1691074
ProcesosMaster,clasica,800,2,1,1,1701348
ProcesosMaster,clasica,800,2,1,1,1707666
ProcesosMaster,clasica,800,2,1,1,1741178
ProcesosMaster,clasica,800,2,1,1,1722029
ProcesosMaster,clasica,800,2,1,1,1717450
ProcesosMaster,clasica,800,2,1,1,1740219
ProcesosMaster,transpuesta,1600,2,1,1,11656777
ProcesosMaster,transpuesta,1600,2,1,1,11706251
ProcesosMaster,transpuesta,1600,2,1,1,11698616
ProcesosMaster,transpuesta,1600,2,1,1,11711246
ProcesosMaster,transpuesta,1600,2,1,1,11623829
ProcesosMaster,transpuesta,1600,2,1,1,11699541
ProcesosMaster,transpuesta,1600,2,1,1,11610525
ProcesosMaster,transpuesta,1600,2,1,1,11696673
ProcesosMaster,transpuesta,1600,2,1,1,11753814
ProcesosMaster,transpuesta,1600,2,1,1,11628352
ProcesosMaster,transpuesta,1600,2,1,1,11666985
ProcesosMaster,transpuesta,1600,2,1,1,11663682
ProcesosMaster,transpuesta,1600,2,1,1,11558781
ProcesosMaster,transpuesta,1600,2,1,1,11628555
ProcesosMaster,transpuesta,1600,2,1,1,11586290
ProcesosMaster,transpuesta,1600,2,1,1,11600468
ProcesosMaster,transpuesta,1600,2,1,1,11601111
ProcesosMaster,transpuesta,1600,2,1,1,11573726
ProcesosMaster,transpuesta,1600,2,1,1,11659180
ProcesosMaster,transpuesta,1600,2,1,1,11606224
ProcesosMaster,transpuesta,1600,2,1,1,11658302
ProcesosMaster,transpuesta,1600,2,1,1,11518596
ProcesosMaster,transpuesta,1600,2,1,1,11662594
ProcesosMaster,transpuesta,1600,2,1,1,11686637
ProcesosMaster,transpuesta,1600,2,1,1,11645868
ProcesosMaster,transpuesta,1600,2,1,1,11627539
ProcesosMaster,transpuesta,1600,2,1,1,11595697
ProcesosMaster,transpuesta,1600,2,1,1,11672972
ProcesosMaster,transpuesta,1600,2,1,1,11634208
ProcesosMaster,transpuesta,1600,2,1,1,11657440
ProcesosMaster,transpuesta,3200,2,1,1,93426425
ProcesosMaster,transpuesta,3200,2,1,1,93070246
ProcesosMaster,transpuesta,3200,2,1,1,94266379
ProcesosMaster,transpuesta,3200,2,1,1,93564836
ProcesosMaster,transpuesta,3200,2,1,1,93297724
ProcesosMaster,transpuesta,3200,2,1,1,93517272
ProcesosMaster,transpuesta,3200,2,1,1,93146515
ProcesosMaster,transpuesta,3200,2,1,1,93212668
ProcesosMaster,transpuesta,3200,2,1,1,93501956
ProcesosMaster,transpuesta,3200,2,1,1,93014539
ProcesosMaster,transpuesta,3200,2,1,1,93132310
ProcesosMaster,transpuesta,3200,2,1,1,93058375
ProcesosMaster,transpuesta,3200,2,1,1,93617703
ProcesosMaster,transpuesta,3200,2,1,1,93261461
ProcesosMaster,transpuesta,3200,2,1,1,93163129
ProcesosMaster,transpuesta,3200,2,1,1,93417296
ProcesosMaster,transpuesta,3200,2,1,1,93414283
ProcesosMaster,transpuesta,3200,2,1,1,93254284
ProcesosMaster,transpuesta,3200,2,1,1,93840607
ProcesosMaster,transpuesta,3200,2,1,1,92992411
ProcesosMaster,transpuesta,3200,2,1,1,93507227
ProcesosMaster,transpuesta,3200,2,1,1,93654230
ProcesosMaster,transpuesta,3200,2,1,1,93609368
ProcesosMaster,transpuesta,3200,2,1,1,93499672
ProcesosMaster,transpuesta,3200,2,1,1,93663642
ProcesosMaster,transpuesta,3200,2,1,1,93584990
ProcesosMaster,transpuesta,3200,2,1,1,93523966
ProcesosMaster,transpuesta,3200,2,1,1,93645390
ProcesosMaster,transpuesta,3200,2,1,1,93468779
ProcesosMaster,transpuesta,3200,2,1,1,93091974
ProcesosMaster,transpuesta,400,2,1,1,190326
ProcesosMaster,transpuesta,400,2,1,1,189910
ProcesosMaster,transpuesta,400,2,1,1,191661
ProcesosMaster,transpuesta,400,2,1,1,189211
ProcesosMaster,transpuesta,400,2,1,1,192426
ProcesosMaster,transpuesta,400,2,1,1,193565
ProcesosMaster,transpuesta,400,2,1,1,189482
ProcesosMaster,transpuesta,400,2,1,1,192293
ProcesosMaster,transpuesta,400,2,1,1,191093
ProcesosMaster,transpuesta,400,2,1,1,190988
ProcesosMaster,transpuesta,400,2,1,1,196003
ProcesosMaster,transpuesta,400,2,1,1,191983
ProcesosMaster,transpuesta,400,2,1,1,191302
ProcesosMaster,transpuesta,400,2,1,1,191675
ProcesosMaster,transpuesta,400,2,1,1,193578
ProcesosMaster,transpuesta,400,2,1,1,189234
ProcesosMaster,transpuesta,400,2,1,1,190048
ProcesosMaster,transpuesta,400,2,1,1,189668
ProcesosMaster,transpuesta,400,2,1,1,191008
ProcesosMaster,transpuesta,400,2,1,1,191564
ProcesosMaster,transpuesta,400,2,1,1,193200
ProcesosMaster,transpuesta,400,2,1,1,189515
ProcesosMaster,transpuesta,400,2,1,1,189259
ProcesosMaster,transpuesta,400,2,1,1,187530
ProcesosMaster,transpuesta,400,2,1,1,193010
ProcesosMaster,transpuesta,400,2,1,1,186620
ProcesosMaster,transpuesta,400,2,1,1,190410
ProcesosMaster,transpuesta,400,2,1,1,187362
ProcesosMaster,transpuesta,400,2,1,1,188486
ProcesosMaster,transpuesta,400,2,1,1,188941
ProcesosMaster,transpuesta,800,2,1,1,1415790
ProcesosMaster,transpuesta,800,2,1,1,1405017
ProcesosMaster,transpuesta,800,2,1,1,1409736
ProcesosMaster,transpuesta,800,2,1,1,1407192
ProcesosMaster,transpuesta,800,2,1,1,1385560
ProcesosMaster,transpuesta,800,2,1,1,1399983
ProcesosMaster,transpuesta,800,2,1,1,1383626
ProcesosMaster,transpuesta,800,2,1,1,1390410
ProcesosMaster,transpuesta,800,2,1,1,1400791
ProcesosMaster,transpuesta,800,2,1,1,1408640
ProcesosMaster,transpuesta,800,2,1,1,1388267
ProcesosMaster,transpuesta,800,2,1,1,1402070
ProcesosMaster,transpuesta,800,2,1,1,1406984
ProcesosMaster,transpuesta,800,2,1,1,1380485
ProcesosMaster,transpuesta,800,2,1,1,1397840
ProcesosMaster,transpuesta,800,2,1,1,1389054
ProcesosMaster,transpuesta,800,2,1,1,1406085
ProcesosMaster,transpuesta,800,2,1,1,1395096
ProcesosMaster,transpuesta,800,2,1,1,1378316
ProcesosMaster,transpuesta,800,2,1,1,1393898
ProcesosMaster,transpuesta,800,2,1,1,1403321
ProcesosMaster,transpuesta,800,2,1,1,1412257
ProcesosMaster,transpuesta,800,2,1,1,1391324
ProcesosMaster,transpuesta,800,2,1,1,1384132
ProcesosMaster,transpuesta,800,2,1,1,1384649
ProcesosMaster,transpuesta,800,2,1,1,1391874
ProcesosMaster,transpuesta,800,2,1,1,1405093
ProcesosMaster,transpuesta,800,2,1,1,1391571
ProcesosMaster,transpuesta,800,2,1,1,1391486
ProcesosMaster,transpuesta,800,2,1,1,1384752
